codigoplanta,codigoduracion,codigosicagente,codigovariable,fechahora,unidadmedida,valor,version,source_file,dataset_slug,period_start,period_end,processed_at,year,month,codigounidadgeneracion,estadorecurso,fpo,fecha,fechapublicacion,nombreunidad,tipogeneracion,source_file_ref,dataset_slug_ref,period_start_ref,period_end_ref,processed_at_ref,year_ref,month_ref
ALBG,PT1H,EPSG,GReal,2025-04-05 07:00:00,kWh,405415.61,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09716,Operacion,1957-01-01,2025-05-06 00:00:00,2026-04-09,BAJO ANCHICAYA 2,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3AQP,PT1H,SFEG,GReal,2025-04-05 00:00:00,kWh,985.6,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09968,Operacion,2022-04-25,2025-05-06 00:00:00,2026-04-09,CAUYA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CUR1,PT1H,NRCG,GReal,2025-04-05 15:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09872,Operacion,2010-08-18,2025-05-06 00:00:00,2026-04-09,CURRUCUCUES 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CLL1,PT1H,HDPG,GReal,2025-04-05 13:00:00,kWh,49498.74,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09831,Operacion,2015-11-22,2025-05-06 00:00:00,2026-04-09,CARLOS LLERAS 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3JPE,PT1H,EPSG,GReal,2025-04-05 23:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20552,Operacion,2024-02-16,2025-05-06 00:00:00,2026-04-09,GD LOS CHORROS 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3ADA,PT1H,EPMG,GReal,2025-04-05 23:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09086,Operacion,2020-11-30,2025-05-06 00:00:00,2026-04-09,AUTOG PTAR BELLO 5,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CIP1,PT1H,NTCG,GReal,2025-04-05 21:00:00,kWh,14256.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt07869,Operacion,2009-05-18,2025-05-06 00:00:00,2026-04-09,INGENIO PROVIDENCIA 2,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
GYPO,PT1H,ENDG,GReal,2025-04-05 13:00:00,kWh,210433.33,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns10865,Operacion,2024-11-30,2025-05-06 00:00:00,2026-04-09,GUAYEPO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
AMR1,PT1H,EPMG,GReal,2025-04-05 19:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09856,Operacion,1997-01-01,2025-05-06 00:00:00,2026-04-09,AMERICA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2YWY,PT1H,TRPG,GReal,2025-04-05 19:00:00,kWh,334.96,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09080,Operacion,2020-02-08,2025-05-06 00:00:00,2026-04-09,AUTOG TURGAS,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3HWM,PT1H,EPSG,GReal,2025-04-05 21:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns15923,Pruebas,2024-04-25,2025-05-06 00:00:00,2026-04-09,PETALO DEL MAGDALENA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
PPA3,PT1H,HIMG,GReal,2025-04-05 17:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03234,Operacion,1982-05-06,2025-05-06 00:00:00,2026-04-09,PAIPA 3,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
GCA1,PT1H,ISGG,GReal,2025-04-05 15:00:00,kWh,4248.83,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09866,Operacion,1939-01-01,2025-05-06 00:00:00,2026-04-09,CARUQUIA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3JQC,PT1H,UNGG,GReal,2025-04-05 15:00:00,kWh,992.66,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20538,Operacion,2024-02-22,2025-05-06 00:00:00,2026-04-09,GANDALF 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
STG1,PT1H,HDTG,GReal,2025-04-05 03:00:00,kWh,2054.65,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09812,Operacion,2010-12-22,2025-05-06 00:00:00,2026-04-09,SANTIAGO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
AFR1,PT1H,ADCG,GReal,2025-04-05 10:00:00,kWh,7299.6,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09852,Operacion,2017-01-31,2025-05-06 00:00:00,2026-04-09,AGUA FRESCA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
4UZU,PT1H,ERRG,GReal,2025-04-05 21:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns50033,Operacion,2025-03-30,2025-05-06 00:00:00,2026-04-09,GD ERCO GUAMO II 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
PRV1,PT1H,HZEG,GReal,2025-04-05 13:00:00,kWh,7193.04,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09907,Operacion,2015-09-30,2025-05-06 00:00:00,2026-04-09,PROVIDENCIA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3IS2,PT1H,NTCG,GReal,2025-04-05 22:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns19419,Operacion,2023-12-30,2025-05-06 00:00:00,2026-04-09,PARQUE SOLAR ARENAL 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TGJ2,PT1H,GECG,GReal,2025-04-05 22:00:00,kWh,126414.88,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03230,Operacion,1987-11-23,2025-05-06 00:00:00,2026-04-09,GUAJIRA 2,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
RNG1,PT1H,SPRG,GReal,2025-04-05 14:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09978,Operacion,1975-01-01,2025-05-06 00:00:00,2026-04-09,RIONEGRO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3HBN,PT1H,AAGG,GReal,2025-04-05 06:00:00,kWh,1051.03,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns10674,Pruebas,2023-04-04,2025-05-06 00:00:00,2026-04-09,TIERRA LINDA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
RBB1,PT1H,CDNG,GReal,2025-04-05 01:00:00,kWh,4048.73,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09910,Operacion,1960-01-01,2025-05-06 00:00:00,2026-04-09,RIO BOBO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
EPFV,PT1H,ENDG,GReal,2025-04-05 20:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns07297,Operacion,2024-03-23,2025-05-06 00:00:00,2026-04-09,EL PASO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3JPC,PT1H,EPSG,GReal,2025-04-05 21:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20554,Operacion,2024-05-19,2025-05-06 00:00:00,2026-04-09,GD CHICORAL 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TRN1,PT1H,TMNG,GReal,2025-04-05 14:00:00,kWh,64454.77,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03262,Operacion,2018-12-01,2025-05-06 00:00:00,2026-04-09,TERMONORTE 7,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3PK3,PT1H,ENDG,GReal,2025-04-05 09:00:00,kWh,20.24,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns22044,Operacion,2024-09-29,2025-05-06 00:00:00,2026-04-09,AUTOG MILPA SAN CARLOS 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ESMR,PT1H,EPMG,GReal,2025-04-05 11:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09737,Operacion,1963-01-01,2025-05-06 00:00:00,2026-04-09,ESMERALDA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2UP2,PT1H,EEPG,GReal,2025-04-05 17:00:00,kWh,5115.6,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt07864,Operacion,2024-12-06,2025-05-06 00:00:00,2026-04-09,COGENERADOR MANUELITA 2,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3JQA,PT1H,EPSG,GReal,2025-04-05 01:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20550,Operacion,2024-02-22,2025-05-06 00:00:00,2026-04-09,GD EL BANCO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3HF9,PT1H,EPSG,GReal,2025-04-05 09:00:00,kWh,5206.49,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns15927,Pruebas,2023-08-30,2025-05-06 00:00:00,2026-04-09,CELSIA SOLAR LA VICTORIA I 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
PLM1,PT1H,EPMG,GReal,2025-04-05 14:00:00,kWh,4627.23,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09903,Operacion,1954-01-01,2025-05-06 00:00:00,2026-04-09,PALMAS SAN GIL 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
STG1,PT1H,HDTG,GReal,2025-04-05 23:00:00,kWh,1453.84,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09812,Operacion,2010-12-22,2025-05-06 00:00:00,2026-04-09,SANTIAGO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3R9G,PT1H,PRIG,GReal,2025-04-05 00:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns49350,Operacion,2024-11-25,2025-05-06 00:00:00,2026-04-09,GD EL ROBLE 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2S9L,PT1H,PCYG,GReal,2025-04-05 22:00:00,kWh,551.23,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09874,Operacion,2016-05-20,2025-05-06 00:00:00,2026-04-09,EL COCUYO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SNCR,PT1H,ISGG,GReal,2025-04-05 20:00:00,kWh,1036642.29,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09789,Operacion,1984-03-09,2025-05-06 00:00:00,2026-04-09,SAN CARLOS 2,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
4VBC,PT1H,EYCG,GReal,2025-04-05 17:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns54336,Operacion,2025-05-08,2025-05-19 00:00:00,2026-04-09,SOL Y CIELO VI 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CPT1,PT1H,CALG,GReal,2025-04-05 18:00:00,kWh,723.44,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09863,Operacion,2012-11-30,2025-05-06 00:00:00,2026-04-09,CAMPESTRE (CALARCA) 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TR3G,PT1H,ISGG,GReal,2025-04-05 07:00:00,kWh,3448.87,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns07301,Pruebas,2020-11-15,2025-05-06 00:00:00,2026-04-09,TRINA-VATIA BSLIII 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2XXR,PT1H,GECG,GReal,2025-04-05 23:00:00,kWh,375.77,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Agp08327,Operacion,2019-09-16,2025-05-06 00:00:00,2026-04-09,AGPE - ECOPETROL LA HORMIGA,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ZPA4,PT1H,ENDG,GReal,2025-04-05 22:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03273,Operacion,1981-04-01,2025-05-06 00:00:00,2026-04-09,ZIPAEMG 4,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3K8C,PT1H,ISGG,GReal,2025-04-05 20:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns18125,Operacion,2024-09-26,2025-05-06 00:00:00,2026-04-09,BSB 503 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SMI1,PT1H,ISGG,GReal,2025-04-05 18:00:00,kWh,25122.35,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09835,Operacion,2015-12-23,2025-05-06 00:00:00,2026-04-09,SAN MIGUEL 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3PK3,PT1H,ENDG,GReal,2025-04-05 19:00:00,kWh,0.0,TX4,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns22044,Operacion,2024-09-29,2025-05-06 00:00:00,2026-04-09,AUTOG MILPA SAN CARLOS 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
